,T,TM,Tm,SLP,H,PP,VV,V,VM,PM2.5,Date
1728,27.8,35.5,22.4,1010,67,0,1.9,1.5,5,121,2018-10-05
1729,27.1,35.2,21.0,1010,61,0,3.2,2.6,7,78,2018-10-06
1730,26.4,34.6,20.2,1010,63,0,2.3,1.9,7,81,2018-10-07
1731,27.5,34.8,20.1,1008,63,0,1.9,2.0,9,118,2018-10-08
1732,27.8,35.3,22.4,1007,66,0,1.9,3.7,9,103,2018-10-09
1733,28.8,35.5,23.0,1008,66,0,2.3,5.0,7,93,2018-10-10
1734,25.3,34.6,20.2,1010,64,0,1.9,9.4,35,70,2018-10-11
1735,24.8,32.3,17.5,1012,60,0,1.9,1.1,5,67,2018-10-12
1736,23.8,32.4,16.6,1012,62,0,1.8,0.0,-1,132,2018-10-13
1737,24.2,31.8,17.3,1011,58,0,2.6,5.4,14,91,2018-10-14
1738,25.7,32.5,17.0,1012,58,0,2.6,3.0,9,115,2018-10-15
1739,26.2,34.2,18.5,1011,63,0,1.9,1.5,7,139,2018-10-16
1740,25.6,34.4,19.2,1009,59,0,2.3,2.6,7,137,2018-10-17
1741,27.2,34.7,18.0,1009,58,0,2.6,3.3,9,143,2018-10-18
1742,27.1,34.0,17.8,1011,54,0,2.3,2.8,9,137,2018-10-19
1743,26.0,33.8,17.4,1013,52,0,2.4,2.0,7,168,2018-10-20
1744,24.8,32.9,17.0,-1,54,0,2.6,3.3,13,141,2018-10-21
1745,24.5,31.0,15.3,1013,48,0,3.1,7.4,22,121,2018-10-22
1746,24.8,32.0,16.0,1013,49,0,2.9,2.2,5,119,2018-10-23
1747,25.9,33.0,16.1,1013,54,0,2.4,2.4,7,174,2018-10-24
1748,24.5,32.5,15.0,1014,58,0,2.4,2.0,7,168,2018-10-25
1749,24.2,32.4,15.8,1016,59,0,2.1,0.6,5,203,2018-10-26
1750,24.2,31.0,15.6,1016,62,0,1.9,2.4,9,206,2018-10-27
1751,25.0,32.0,15.6,-1,53,0,1.9,4.4,9,205,2018-10-28
1752,24.2,32.1,15.5,1014,60,0,1.9,3.9,13,231,2018-10-29
1753,24.3,31.1,16.5,1015,63,0,1.6,1.9,5,263,2018-10-30
1754,24.1,31.0,16.0,1015,63,0,1.6,2.2,10,225,2018-10-31
1755,24.1,31.1,16.0,1014,65,0,1.6,5.0,14,236,2018-11-01
1756,24.6,32.0,16.0,1012,63,0,1.6,4.1,7,205,2018-11-02
1757,25.2,31.6,18.5,1011,63,0,1.9,9.4,14,159,2018-11-03
1758,24.4,30.6,18.0,1013,57,0,2.4,9.3,14,97,2018-11-04
1759,20.8,29.7,14.8,-1,68,0,1.1,8.7,14,361,2018-11-05
1760,22.2,28.0,15.3,1014,42,0,2.7,12.2,22,177,2018-11-06
1761,20.3,28.0,12.5,1015,44,0,3.1,8.3,18,175,2018-11-07
1762,18.6,27.8,10.5,1014,58,0,1.4,1.1,3,420,2018-11-08
1763,21.5,29.0,11.0,-1,59,0,1.4,2.4,-1,300,2018-11-09
1764,21.4,29.2,12.0,-1,61,0,1.4,1.9,51,288,2018-11-10
1765,22.2,31.0,12.4,-1,56,0,2.1,2.8,7,256,2018-11-11
1766,21.8,31.4,13.4,1011,67,0,1.1,1.9,3,271,2018-11-12
1767,21.9,30.2,14.2,1009,74,0,1.3,4.1,9,265,2018-11-13
1768,22.2,29.4,17.6,1011,77,7,2.3,5.4,14,136,2018-11-14
1769,22.2,28.5,16.2,1015,67,1,2.4,4.8,9,98,2018-11-15
1770,21.6,27.5,14.5,-1,53,0,2.6,15.4,22,138,2018-11-16
1771,20.7,29.0,11.3,1017,51,0,2.3,7.0,22,187,2018-11-23
1772,20.9,28.0,13.4,1017,49,0,3.2,10.9,24,107,2018-11-24
1773,19.3,27.9,10.4,1016,59,0,2.9,2.0,9,133,2018-11-25
1774,19.8,27.2,10.5,1016,64,0,2.1,0.7,5,200,2018-11-26
1775,20.8,28.2,10.7,1018,65,0,1.9,0.9,5,205,2018-11-27
1776,21.0,28.4,13.5,-1,72,0,1.6,0.9,3,193,2018-11-28
1777,19.8,28.1,12.2,1018,71,0,1.8,2.6,9,205,2018-11-29
1778,19.3,26.2,10.7,1017,68,0,1.8,3.1,9,190,2018-11-30
1779,19.6,26.4,10.8,-1,60,0,2.6,5.4,14,147,2018-12-01
1780,19.6,28.0,9.0,1014,56,0,2.4,2.4,11,164,2018-12-02
1781,18.9,28.1,8.6,1016,58,0,1.9,3.5,9,178,2018-12-03
1782,17.7,27.4,8.6,1017,67,0,1.6,1.9,5,211,2018-12-04
1783,18.3,26.0,8.4,1015,68,0,1.6,0.6,7,181,2018-12-05
1784,17.4,25.0,9.8,1015,72,0,1.8,2.0,9,218,2018-12-06
1785,17.5,25.1,8.8,1015,67,0,1.9,4.8,22,193,2018-12-07
1786,16.5,24.2,7.6,1016,70,0,1.8,2.8,11,202,2018-12-08
1787,17.4,25.0,8.2,1014,66,0,1.8,1.1,7,226,2018-12-09
1788,17.3,24.8,7.6,-1,71,0,1.4,2.2,7,264,2018-12-10
1789,16.4,23.8,8.8,1016,80,-1,1.1,2.2,5,274,2018-12-11
1790,17.2,22.3,12.6,1017,83,0,1.4,3.5,7,209,2018-12-12
1791,16.4,21.6,11.2,-1,77,1,2.6,3.9,7,94,2018-12-13
1792,15.7,21.4,8.0,1022,74,0,1.9,5.9,14,113,2018-12-14
1793,15.3,22.0,8.2,1022,78,0,1.9,5.6,13,122,2018-12-15
1794,15.7,23.0,7.2,1022,68,0,1.9,3.7,7,150,2018-12-16
1795,14.2,23.5,6.2,1020,72,0,1.6,3.5,7,182,2018-12-17
1796,14.4,22.1,5.1,1018,68,0,1.8,7.2,16,204,2018-12-18
1797,14.8,22.3,5.2,1018,67,0,2.1,4.6,11,205,2018-12-19
1798,12.3,22.4,4.0,1017,74,0,1.3,1.1,3,258,2018-12-20
1799,11.3,22.3,4.7,1017,82,0,1.1,3.0,3,252,2018-12-21
1800,11.6,21.6,4.0,1018,81,0,1.0,1.3,3,326,2018-12-22
1801,12.2,21.8,3.7,1018,82,0,0.6,1.5,7,401,2018-12-23
1802,13.1,21.4,4.6,1017,78,0,1.0,1.5,5,378,2018-12-24
1803,12.3,19.4,6.2,1016,80,0,1.3,6.7,25,268,2018-12-25
1804,11.1,20.6,3.6,1015,76,0,1.3,3.0,9,241,2018-12-26
1805,11.6,21.4,3.4,1017,76,0,1.1,2.4,5,290,2018-12-27
1806,10.8,22.0,5.0,1018,81,0,0.8,7.6,24,249,2018-12-28
1807,10.9,19.6,2.6,1020,75,0,1.1,6.9,27,248,2018-12-29
1808,11.9,22.4,3.0,1021,72,0,1.3,3.0,11,336,2018-12-30
1809,12.0,22.9,3.8,1021,73,0,0.8,4.8,25,319,2018-12-31
1810,12.8,22.6,4.0,1020,75,0,1.3,2.0,9,287,2019-01-01
1811,13.8,23.0,6.5,1020,79,0,1.1,0.9,3,331,2019-01-02
1812,13.5,23.4,6.7,1021,83,0,0.6,7.2,22,355,2019-01-03
1813,12.2,20.5,7.1,1020,88,0,0.6,5.0,25,246,2019-01-04
1814,13.2,21.0,5.4,1018,83,0,1.3,6.5,22,262,2019-01-05
1815,13.9,21.2,8.6,1018,91,2,1.1,4.4,9,174,2019-01-06
1816,13.2,20.0,7.1,1019,88,0,0.8,3.7,9,181,2019-01-07
1817,13.6,20.1,7.0,1017,85,0,0.8,6.9,14,156,2019-01-08
1818,13.5,20.4,8.0,1017,78,0,1.4,8.3,25,143,2019-01-09
1819,12.2,20.6,4.8,1017,83,0,1.3,3.5,9,165,2019-01-10
1820,12.7,21.6,4.8,1018,84,0,1.3,2.2,7,278,2019-01-11
1821,13.8,22.3,7.1,1017,82,0,0.8,1.9,7,311,2019-01-12
1822,15.7,22.9,8.5,1019,82,0,1.3,3.1,3,272,2019-01-13
1823,13.3,23.5,8.0,1019,69,0,2.3,11.3,27,94,2019-01-14
1824,11.2,19.5,6.0,1018,80,0,1.6,7.2,14,134,2019-01-15
1825,12.2,19.6,4.5,1018,82,0,0.8,2.6,7,271,2019-01-16
1826,12.8,22.0,4.2,1017,80,0,1.0,1.5,5,358,2019-01-17
1827,12.8,22.2,4.8,1017,81,0,1.0,6.9,25,237,2019-01-18
1828,14.8,25.4,5.7,1017,79,0,1.3,2.0,9,262,2019-01-19
1829,17.5,28.2,7.0,1015,79,0,1.3,2.2,3,314,2019-01-20
1830,16.4,28.7,11.5,1012,87,3,1.4,14.3,31,175,2019-01-21
1831,14.5,22.6,11.5,1014,97,14,1.4,3.7,7,53,2019-01-22
1832,13.8,19.4,8.0,1018,93,27,0.8,2.2,7,135,2019-01-23
1833,14.8,21.0,9.7,1019,88,0,1.1,4.8,11,130,2019-01-24
1834,13.4,22.0,9.2,1020,87,6,1.8,4.1,7,81,2019-01-25
1835,12.2,19.0,6.0,1022,75,0,2.1,5.7,14,101,2019-01-26
1836,12.9,19.2,5.2,1022,73,0,1.9,16.3,38,136,2019-01-27
1837,13.3,19.0,5.5,1021,71,0,2.7,10.7,27,126,2019-01-28
1838,14.1,20.0,5.4,1020,68,0,2.4,5.7,11,142,2019-01-29
1839,14.2,21.0,5.2,1018,70,0,1.6,5.6,14,206,2019-01-30
1840,15.5,21.0,8.2,1017,78,0,1.9,8.3,18,204,2019-01-31
1841,16.3,22.0,11.0,1018,82,0,1.4,7.6,18,178,2019-02-01
1842,12.9,22.5,8.2,1018,92,0,0.8,10.2,22,177,2019-02-02
1843,13.8,20.0,9.4,1020,88,0,1.1,9.1,16,131,2019-02-03
1844,15.5,23.0,8.0,1020,76,0,2.1,4.6,11,144,2019-02-04
1845,17.9,25.0,9.0,1015,74,0,1.6,3.1,9,256,2019-02-05
1846,19.5,25.0,12.0,-1,82,0,1.8,6.1,21,177,2019-02-06
1847,16.5,25.1,13.2,1012,96,0,1.6,16.9,46,65,2019-02-07
1848,14.9,20.4,7.0,1017,72,5,2.1,9.4,18,72,2019-02-08
1849,14.8,20.6,8.4,1019,71,0,2.6,11.3,18,82,2019-02-09
1850,14.8,22.0,6.0,1020,74,0,1.8,8.3,24,143,2019-02-10
1851,15.6,22.0,7.0,1020,71,0,1.9,6.3,13,173,2019-02-11
1852,17.5,23.2,10.6,1021,75,0,1.1,2.8,9,208,2019-02-12
1853,19.3,25.0,11.4,1017,70,0,1.6,4.6,14,198,2019-02-13
1854,17.7,25.3,13.9,1015,88,1,1.4,11.3,33,153,2019-02-14
1855,17.6,23.0,11.8,1016,83,9,1.8,8.1,18,123,2019-02-15
1856,16.0,22.0,12.0,1016,87,0,1.0,7.2,11,112,2019-02-16
1857,16.8,22.0,10.5,1013,76,0,1.4,9.4,22,99,2019-02-17
1858,18.4,26.0,11.2,1008,70,0,2.1,8.1,24,109,2019-02-18
1859,18.7,25.8,12.0,1014,78,2,1.9,5.0,14,126,2019-02-19
1860,18.3,24.5,14.5,1017,86,2,1.9,5.0,9,102,2019-02-20
1861,21.6,28.0,13.2,1015,72,0,2.9,9.4,16,73,2019-02-21
1862,19.1,28.1,14.6,1016,76,0,1.9,16.1,31,73,2019-02-22
1863,17.6,23.4,10.5,1014,63,0,3.1,16.7,35,56,2019-02-23
1864,17.6,24.0,11.4,1011,63,0,3.2,9.4,18,89,2019-02-24
1865,16.2,23.8,9.2,1010,74,-1,1.9,3.7,11,92,2019-02-25
1866,15.3,25.4,10.3,1011,80,0,1.9,5.6,14,59,2019-02-26
1867,14.3,21.0,9.5,1012,81,0,1.9,3.9,11,47,2019-02-27
1868,14.1,21.0,6.8,1015,74,0,2.3,7.8,25,96,2019-02-28
1869,16.3,23.4,6.8,1015,66,0,1.9,4.4,14,93,2019-03-01
1870,15.2,24.1,12.8,1016,91,0,1.1,5.4,14,109,2019-03-02
1871,17.1,22.4,12.8,1011,87,9,1.9,3.7,11,62,2019-03-03
1872,19.7,24.0,11.2,1009,71,0,1.9,7.4,14,105,2019-03-04
1873,18.4,23.9,12.0,1011,66,0,2.1,8.9,18,68,2019-03-05
1874,18.2,24.0,11.0,1011,62,0,2.6,7.2,18,83,2019-03-06
1875,19.5,26.0,9.0,1012,55,0,2.7,5.7,16,104,2019-03-07
1876,20.4,26.5,10.8,1013,60,0,2.7,5.0,14,92,2019-03-08
1877,20.6,26.5,12.6,1014,59,0,3.4,7.8,14,73,2019-03-09
1878,19.6,27.0,10.8,1014,57,0,3.4,5.6,14,73,2019-03-10
1879,22.8,28.0,12.4,1014,59,0,3.4,12.0,24,82,2019-03-11
1880,22.1,28.4,12.8,1015,54,0,2.9,5.0,13,57,2019-03-12
1881,19.7,27.4,13.6,-1,69,0,3.2,3.1,9,89,2019-03-13
1882,18.6,25.0,11.8,1016,71,1,2.6,7.6,18,111,2019-03-14
1883,20.2,26.0,10.4,1017,64,0,2.7,6.9,11,74,2019-03-15
1884,21.6,26.0,12.5,1016,59,0,2.7,6.1,14,68,2019-03-16
1885,22.1,28.0,13.8,1014,58,0,2.7,7.0,14,93,2019-03-17
1886,21.8,28.6,12.0,1012,60,0,2.6,4.3,11,100,2019-03-18
1887,24.1,31.0,12.8,1009,58,0,2.6,3.3,7,103,2019-03-19
1888,26.9,34.0,15.5,1009,51,0,2.9,5.0,14,89,2019-03-20
1889,25.6,34.1,16.6,1012,44,0,2.7,3.7,7,112,2019-03-21
1890,23.9,31.6,15.5,1014,44,0,3.2,10.7,25,38,2019-03-22
1891,25.0,30.2,16.6,-1,43,0,3.7,12.8,24,55,2019-03-23
1892,25.1,32.0,15.4,1010,49,0,3.2,8.9,14,53,2019-03-24
1893,24.4,32.1,17.6,1012,55,0,3.5,8.9,14,65,2019-03-25
1894,24.2,30.4,16.2,1013,57,0,3.2,10.7,24,75,2019-03-26
1895,25.1,31.4,15.0,1013,53,0,3.5,10.7,25,78,2019-03-27
1896,27.1,35.0,16.2,1010,53,0,2.9,4.3,9,116,2019-03-28
1897,29.4,37.0,18.6,1007,48,0,3.4,4.6,14,112,2019-03-29
1898,31.4,39.0,20.2,1007,45,-1,2.9,8.0,18,102,2019-03-30
1899,28.8,39.2,21.0,1007,35,0,3.7,12.6,27,58,2019-03-31
1900,27.7,34.3,17.6,1008,41,0,3.9,12.4,22,59,2019-04-01
1901,27.6,35.0,16.2,1008,42,0,3.9,5.0,14,90,2019-04-02
1902,29.2,37.0,17.6,1008,41,0,3.5,9.1,18,85,2019-04-03
1903,30.1,38.0,18.7,1007,47,0,3.9,5.0,14,119,2019-04-04
1904,28.7,39.0,20.0,1006,53,0,2.9,6.3,25,125,2019-04-05
1905,33.6,39.3,22.4,1005,39,0,3.7,6.7,14,96,2019-04-06
1906,30.8,37.8,22.4,1006,57,6,1.8,10.7,35,152,2019-04-07
1907,29.4,36.0,20.2,1006,52,0,2.6,5.9,18,81,2019-04-08
1908,30.2,37.0,20.4,1005,48,0,3.2,4.6,11,87,2019-04-09
1909,32.1,39.0,20.0,1007,41,0,3.7,7.6,16,101,2019-04-10
1910,32.6,39.0,23.0,1006,38,0,3.7,5.7,14,70,2019-04-11
1911,30.6,38.7,23.2,1006,48,0,3.9,7.4,18,61,2019-04-12
1912,31.4,38.0,21.6,1007,42,0,3.7,12.8,25,55,2019-04-13
1913,32.2,38.0,21.8,1006,40,0,4.5,9.8,14,51,2019-04-14
1914,33.6,40.0,25.5,1006,36,0,3.7,9.4,18,54,2019-04-15
1915,26.0,40.0,20.5,1009,63,1,2.9,11.3,22,59,2019-04-16
1916,24.3,30.7,19.0,1012,66,1,2.4,12.2,27,22,2019-04-17
1917,25.8,31.0,17.1,1010,56,0,3.7,7.8,16,38,2019-04-18
1918,27.5,32.0,18.2,1007,50,0,3.7,9.4,14,71,2019-04-19
1919,29.2,35.0,19.8,1005,46,0,3.4,5.7,14,90,2019-04-20
1920,31.1,37.2,20.6,1004,41,0,3.5,9.3,20,95,2019-04-21
1921,32.2,38.0,22.0,1004,45,0,2.9,5.0,16,110,2019-04-22
1922,33.8,40.0,22.2,1005,40,0,3.4,7.4,13,104,2019-04-23
1923,34.3,42.1,24.2,1005,36,0,2.9,7.8,29,82,2019-04-26
1924,34.8,41.0,25.4,1003,26,0,2.9,11.7,22,76,2019-04-28
1925,34.8,42.0,23.4,1001,30,0,3.1,8.7,18,84,2019-04-29
1926,34.4,43.7,24.4,999,39,0,2.6,5.4,13,111,2019-05-01
1927,33.5,41.3,25.8,1002,45,0,2.7,11.9,25,77,2019-05-02
1928,32.6,41.0,24.0,-1,46,0,3.2,7.6,55,52,2019-05-03
1929,32.1,39.5,22.4,1005,37,4,3.4,9.4,25,77,2019-05-04
1930,32.6,40.0,19.8,1005,34,0,3.1,10.6,18,101,2019-05-05
1931,33.8,41.0,22.4,1002,35,0,3.2,10.2,22,118,2019-05-06
1932,33.5,41.2,21.8,1001,40,0,2.6,10.7,25,128,2019-05-07
1933,35.3,42.0,23.6,1001,38,0,2.7,11.5,24,143,2019-05-08
1934,36.1,42.0,26.4,1000,38,0,2.6,13.7,25,137,2019-05-09
1935,35.4,41.8,27.4,1002,40,0,3.1,12.6,20,95,2019-05-10
1936,33.9,41.2,24.4,1004,47,0,2.9,9.1,16,101,2019-05-11
1937,33.4,38.8,25.2,1003,49,0,1.8,10.6,24,178,2019-05-12
1938,33.3,40.0,25.4,1003,52,0,1.9,8.9,31,170,2019-05-13
1939,30.8,40.2,20.8,1003,60,3,3.1,5.6,14,58,2019-05-14
1940,29.4,36.0,23.0,1004,72,0,2.3,8.0,18,84,2019-05-15
1941,34.0,40.0,22.8,1005,35,0,2.9,10.2,20,93,2019-05-20
1942,35.3,41.0,25.2,1004,34,0,3.1,7.8,14,77,2019-05-21
1943,33.4,41.0,26.4,1002,44,0,3.1,7.6,18,64,2019-05-22
1944,33.7,40.0,25.0,1002,45,4,2.6,8.0,27,92,2019-05-23
1945,29.8,40.4,23.8,1003,60,0,3.2,11.1,25,43,2019-05-24
1946,32.5,37.0,24.5,1002,41,0,3.7,11.5,25,43,2019-05-25
1947,34.2,39.2,23.0,-1,33,0,4.0,12.0,22,55,2019-05-26
1948,35.1,42.0,25.4,1001,29,0,3.4,10.2,20,64,2019-05-27
1949,34.6,42.0,23.0,1000,27,0,3.7,13.1,27,65,2019-05-28
1950,36.6,43.0,24.6,998,30,0,4.0,9.1,18,74,2019-05-29
1951,38.2,45.0,26.8,-1,26,0,3.4,9.1,22,85,2019-05-30
1952,38.7,45.0,28.4,-1,27,0,3.1,7.6,13,88,2019-05-31
1953,37.6,44.8,27.6,998,40,0,3.1,7.8,13,95,2019-06-01
1954,37.3,43.5,30.8,998,44,0,2.7,9.4,18,73,2019-06-02
1955,35.9,42.5,29.4,998,47,0,2.7,11.9,18,66,2019-06-03
1956,36.7,41.0,28.7,999,45,0,2.7,9.3,16,54,2019-06-04
1957,37.5,42.2,29.8,998,42,0,2.9,6.9,13,73,2019-06-05
1958,37.7,44.0,28.6,1000,34,0,3.2,7.8,16,70,2019-06-06
1959,35.0,43.9,26.4,1001,46,0,3.4,7.0,11,54,2019-06-07
1960,37.9,43.0,28.0,1000,36,0,3.1,6.7,16,69,2019-06-08
1961,37.4,44.0,27.2,996,34,0,2.7,5.6,18,101,2019-06-09
1962,39.2,45.0,27.4,995,25,0,2.9,6.7,14,74,2019-06-10
1963,38.6,45.6,30.4,995,28,0,2.1,9.6,25,118,2019-06-11
1964,36.0,44.5,30.0,998,42,0,2.7,10.9,18,59,2019-06-12
1965,37.0,41.6,29.0,997,38,0,3.2,9.8,18,52,2019-06-13
1966,37.6,44.0,29.2,997,29,0,3.4,11.3,24,53,2019-06-14
1967,37.9,43.7,27.8,997,28,0,2.9,14.4,37,81,2019-06-15
1968,31.5,43.4,28.0,998,55,0,3.1,14.1,22,42,2019-06-16
1969,30.3,36.3,23.2,-1,56,0,3.1,15.7,27,40,2019-06-17
1970,28.6,35.0,20.6,999,59,10,3.4,12.4,22,30,2019-06-18
1971,32.2,37.0,24.2,1000,53,0,2.9,6.1,11,79,2019-06-19
1972,33.5,39.0,25.4,1000,50,0,3.5,6.7,13,42,2019-06-20
1973,35.1,39.0,28.2,1000,50,0,3.1,5.7,14,71,2019-06-21
1974,35.6,40.0,27.2,999,46,0,3.7,8.3,14,68,2019-06-22
1975,35.3,40.3,28.6,1001,53,0,3.4,8.1,18,42,2019-06-23
1976,32.1,40.5,27.4,1002,65,0,3.1,10.4,20,26,2019-06-24
1977,34.2,39.0,27.8,-1,60,0,3.1,5.2,11,53,2019-06-25
1978,35.8,41.0,29.6,997,52,0,2.7,6.7,18,67,2019-06-26
1979,35.3,41.1,28.6,996,49,0,2.4,8.0,18,65,2019-06-27
1980,35.8,41.2,27.2,994,42,0,3.1,9.8,18,61,2019-06-28
1981,38.1,42.0,30.0,994,38,0,3.4,11.7,22,58,2019-06-29
1982,37.9,42.3,32.0,995,37,0,2.7,13.7,27,65,2019-06-30
1983,36.8,42.2,30.6,996,45,0,3.1,7.6,14,57,2019-07-01
1984,34.9,41.6,30.0,996,53,0,2.6,6.5,11,71,2019-07-02
1985,34.9,38.4,30.6,997,58,0,1.9,8.1,11,39,2019-07-03
1986,30.9,39.4,28.6,996,75,0,1.9,8.5,18,36,2019-07-04
1987,28.8,38.6,26.9,994,86,1,1.6,4.8,14,48,2019-07-05
1988,33.4,37.0,26.5,994,64,24,2.7,7.8,14,34,2019-07-06
1989,32.1,37.0,27.6,-1,71,0,2.9,7.8,33,38,2019-07-07
1990,33.7,37.0,28.6,994,65,0,2.7,6.7,14,49,2019-07-08
1991,31.6,36.7,28.8,995,70,0,2.7,9.6,18,42,2019-07-09
1992,33.9,37.0,28.2,993,62,0,2.4,9.4,20,69,2019-07-10
1993,35.4,39.0,31.0,994,56,0,2.3,14.1,27,76,2019-07-11
1994,34.9,39.2,30.6,996,55,0,2.1,11.7,24,76,2019-07-12
1995,35.6,40.0,31.2,996,53,0,2.6,13.7,27,63,2019-07-13
1996,34.3,39.6,28.4,995,58,0,2.7,11.3,20,63,2019-07-14
1997,29.1,37.7,24.0,997,79,28,2.4,7.6,27,42,2019-07-15
1998,29.2,34.7,24.0,1000,80,3,2.6,8.5,14,31,2019-07-16
1999,27.0,33.4,24.0,1000,85,22,2.4,5.9,9,32,2019-07-17
2000,27.0,31.7,23.5,1000,87,11,2.4,4.6,9,32,2019-07-18
2001,31.9,36.0,25.0,1000,69,4,2.7,5.4,9,63,2019-07-19
2002,30.7,37.0,26.0,1001,77,0,2.4,5.2,27,46,2019-07-20
2003,30.6,36.7,25.6,1000,78,8,2.7,6.3,14,50,2019-07-21
2004,31.3,36.5,24.6,999,79,50,2.4,5.0,18,60,2019-07-22
2005,34.2,37.0,28.2,-1,67,4,2.6,4.8,18,73,2019-07-23
2006,33.3,38.0,27.4,997,69,0,2.3,7.8,22,63,2019-07-24
2007,28.7,37.8,25.0,998,81,21,2.4,7.2,16,22,2019-07-25
2008,28.6,32.0,26.2,996,86,0,2.1,7.6,14,30,2019-07-26
2009,28.7,32.5,25.4,997,88,10,1.9,8.9,16,26,2019-07-27
2010,30.1,34.0,25.8,999,81,3,2.3,11.7,18,21,2019-07-28
2011,31.9,36.0,28.2,1000,74,6,2.9,9.3,14,24,2019-07-29
2012,31.5,36.1,27.4,999,74,0,3.4,8.9,14,30,2019-07-30
2013,31.9,35.1,27.8,999,73,0,3.2,6.7,13,30,2019-07-31
2014,32.9,37.0,27.8,998,68,0,3.2,7.8,13,34,2019-08-01
2015,30.9,36.9,28.0,998,76,0,2.6,6.9,18,35,2019-08-02
2016,30.1,34.6,27.4,997,81,0,2.1,7.6,18,38,2019-08-03
2017,31.2,35.4,27.2,-1,78,-1,2.4,5.7,11,46,2019-08-04
2018,31.8,37.2,27.2,994,77,0,1.9,5.2,7,52,2019-08-05
2019,27.2,37.4,24.0,995,95,11,1.9,5.2,22,30,2019-08-06
2020,30.9,35.0,25.6,995,77,22,2.4,7.2,14,32,2019-08-07
2021,33.5,38.0,27.5,-1,69,0,3.7,8.7,18,27,2019-08-08
2022,31.5,37.9,28.4,997,73,1,3.4,15.4,27,14,2019-08-09
2023,31.1,34.0,27.2,998,76,0,2.9,11.9,22,16,2019-08-10
2024,32.9,36.0,27.6,-1,68,0,3.2,8.9,14,25,2019-08-11
2025,31.1,36.2,28.0,998,78,0,2.6,6.7,11,20,2019-08-12
2026,30.4,35.0,26.6,1000,81,2,2.9,8.5,18,21,2019-08-13
2027,30.5,35.5,25.6,1000,83,10,2.3,4.3,9,33,2019-08-14
2028,30.6,35.0,24.8,1000,78,10,2.9,10.0,24,28,2019-08-15
2029,29.9,34.8,26.6,998,79,0,2.7,10.7,18,15,2019-08-16
2030,26.9,32.5,25.2,999,91,7,2.4,11.1,18,10,2019-08-17
2031,27.3,30.0,24.8,1003,88,45,2.3,6.5,18,15,2019-08-18
2032,30.7,34.0,23.6,1003,70,2,2.7,6.1,14,38,2019-08-19
2033,31.4,35.0,25.6,1002,70,0,2.6,8.3,16,41,2019-08-20
2034,32.0,36.0,24.8,1002,69,0,2.9,8.1,18,46,2019-08-21
2035,30.4,36.1,24.5,1002,73,0,2.7,6.5,18,44,2019-08-22
2036,31.8,36.0,24.6,1002,68,0,2.9,6.5,16,50,2019-08-23
2037,31.1,36.2,27.8,1002,75,0,2.4,6.3,14,60,2019-08-24
2038,29.3,34.0,26.4,1003,81,0,2.1,6.7,14,33,2019-08-25
2039,31.9,35.0,25.7,-1,71,3,2.9,9.1,18,25,2019-08-26
2040,32.9,36.4,27.4,1001,67,0,3.1,5.4,13,40,2019-08-27
2041,33.8,38.0,28.2,1002,65,0,3.2,7.2,13,42,2019-08-28
2042,33.6,38.1,29.2,1003,66,0,3.1,7.8,14,33,2019-08-29
2043,33.0,38.2,28.0,-1,67,0,2.9,5.7,9,43,2019-08-30
2044,33.0,36.7,29.2,998,68,0,2.6,5.9,11,57,2019-08-31
2045,29.9,37.0,26.4,1001,76,0,2.6,8.0,18,35,2019-09-01
2046,32.7,36.4,27.1,1000,69,0,2.7,4.3,11,46,2019-09-02
2047,33.1,36.6,27.8,-1,67,0,2.3,5.7,11,70,2019-09-03
2048,32.6,36.2,27.6,1000,75,0,2.3,5.9,11,73,2019-09-04
2049,30.5,35.8,28.3,-1,79,0,1.9,5.6,7,33,2019-09-05
2050,31.7,37.0,28.2,998,73,0,1.9,6.5,9,35,2019-09-06
2051,29.9,37.2,27.2,1000,83,46,1.9,5.9,11,34,2019-09-07
2052,31.9,35.5,26.4,1001,74,46,2.1,3.9,9,32,2019-09-08
2053,32.2,36.0,28.3,999,70,0,1.9,3.9,11,56,2019-09-09
2054,32.4,36.6,27.6,999,70,0,1.9,1.5,5,64,2019-09-10
2055,33.6,37.5,28.2,1000,67,0,2.1,3.7,7,79,2019-09-11
2056,33.3,38.2,29.4,1002,71,0,2.4,8.0,22,57,2019-09-12
2057,32.9,37.1,27.8,-1,69,0,2.7,6.5,9,33,2019-09-13
2058,32.0,35.0,28.8,1004,70,0,2.9,8.3,14,26,2019-09-14
2059,30.7,35.2,27.3,1003,78,2,2.3,5.4,10,35,2019-09-15
2060,32.3,36.0,27.1,1002,69,0,2.6,4.4,9,56,2019-09-16
2061,32.3,37.0,27.5,1003,64,0,2.6,6.3,14,59,2019-09-17
2062,30.9,36.8,26.2,1008,67,0,3.1,7.8,13,35,2019-09-18
2063,29.1,35.1,25.1,1009,75,0,2.7,7.8,14,21,2019-09-19
2064,30.8,35.0,24.9,1007,68,0,3.1,6.7,13,40,2019-09-20
2065,28.0,35.3,24.0,1007,81,23,2.3,5.4,14,39,2019-09-21
2066,27.2,35.2,23.7,1009,82,0,2.7,7.6,14,26,2019-09-22
2067,29.1,32.0,24.0,1010,71,0,2.4,4.1,7,34,2019-09-23
2068,29.4,34.0,23.9,1010,72,0,2.7,5.7,13,35,2019-09-24
