Day,T,TM,Tm,SLP,H,VV,V,VM
14,29.9,35.9,22,1007.4,56,2.6,4.4,11.1
15,28.7,35.8,24.2,1006.5,58,1.9,7,18.3
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,31.4,41.5,24.9,1002.2,50,1.8,14.8,50
20,33.2,41.5,22.4,1002,38,2.4,14.6,22.2
21,35.8,42.6,27,1000.4,30,2.6,11.3,24.1
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,37.8,45.5,28,996.7,29,2.6,10.9,22.2
26,35.3,45.5,24.4,999.2,33,2.3,17,55.4
27,33.8,45,24.8,1001.3,26,2.6,6.7,18.3
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
31,35.3,40.6,28.9,1000.7,30,1.9,15.2,27.8
1,30.1,40.6,23.5,1002.2,47,1.9,14.3,29.4
2,31.6,39.9,22.2,1003.4,46,1.9,8.5,20.6
3,28.7,34.1,23.6,1004.3,59,1.9,6.7,11.1
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,35.1,42.5,26,999.4,42,2.6,7.2,16.5
8,36.3,42.9,27.7,998.7,38,2.6,6.3,22.2
9,37.6,42.4,30,998.8,32,1.9,18.7,27.8
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,31.9,41.6,28,998.8,52,2.3,9.4,14.8
14,27,39.7,20.5,1000.2,82,1.9,3.9,13
15,30.8,34.9,25.5,999.4,66,1.9,3.1,9.4
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,35.9,41.6,29,996.7,54,1.9,8.5,18.3
20,33,42.3,27.2,997.8,56,1.9,13,25.9
21,30.4,34.4,25.3,997,70,1.9,5.6,20.6
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,26.5,36.8,22.4,994.9,86,1.8,6.3,11.1
26,31.5,36.8,24,994.7,62,1.8,11.7,22.2
27,32.7,38,27,996.9,56,1.9,14.1,29.4
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
1,31.9,37.8,25,1001.8,61,1.9,4.3,9.4
2,33.8,38.9,27,1001.1,54,1.9,7,13
3,33.4,39.8,27.6,999.7,54,1.9,13,25.9
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,28.3,33.6,23.3,998.4,87,1.9,1.7,7.6
8,31.2,35.8,24.8,998.6,77,1.9,2.8,11.1
9,29.7,35.8,25.2,998.9,82,1.9,2.6,9.4
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,29.9,33.7,23.3,1000.6,78,2.6,4.8,11.1
14,31.1,35.6,26.4,998.5,73,1.9,10.9,18.3
15,33.4,37,27,994.1,61,1.9,17.2,29.4
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,30.1,34.7,26,997.7,76,1.9,0.7,5.4
20,29.1,34.7,24.4,999.2,82,1.9,4.8,11.1
21,31.5,35.7,25.7,999.9,74,1.9,8.1,13
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,31.3,36.5,27.3,999.3,73,2.7,8.7,14.8
26,30,36.6,27,998.8,76,2.6,16.9,25.9
27,29.7,34.7,24.6,1000.2,74,2.7,11.3,18.3
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
31,28.9,31.6,25,999.7,77,1.9,4.1,14.8
1,28.4,32.6,25.4,1002.7,77,1.9,0.9,7.6
2,29.8,33.9,25,1003.5,75,1.9,2.6,7.6
3,31.6,35.5,25.4,1001.9,63,1.9,5.4,11.1
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,29.4,34.4,26.4,999.9,86,1.8,2.2,14.8
8,28.8,34.4,25.3,1001.7,88,1.6,1.7,7.6
9,27.5,30.8,25,1000.2,92,1.3,3,7.6
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,31.9,35.8,28,1001.8,75,1.9,0.4,3.5
14,30.9,35.8,28.6,1001.8,78,1.9,3.3,14.8
15,28.5,33.8,26.2,1002.7,88,1.4,0,-
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,31.6,35.6,25.8,1002.7,67,2.9,13,22.2
20,30.9,35.5,27.7,1001.5,66,1.9,14.6,27.8
21,29.5,34.5,27.6,1002,77,1.9,8.5,18.3
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,32,35.6,27,1000.9,64,3.4,10,20.6
26,31.9,36.2,28,1001.1,68,2.6,4.8,14.8
27,32.4,36.9,28.1,1001.9,68,2.7,5.4,11.1
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
31,32.2,36.8,28.4,1002,61,2.6,14.6,24.1
1,32.1,36.6,28,1000.8,56,1.9,15.4,25.9
2,31.9,36.6,27.5,1001.7,54,1.9,12.8,24.1
3,31.4,36.5,27.6,1005.5,56,1.9,11.7,25.9
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,31.5,36.9,26.6,1005.7,53,1.9,9.4,22.2
8,31.9,36.9,26.8,1005.8,54,2.7,11.9,35.2
9,31,36.7,26.4,1005.7,54,2.6,10.2,31.7
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,32.2,37.9,27.3,1005.8,61,1.9,1.3,3.5
14,31.8,37.9,26.8,1003.5,59,1.9,2.6,9.4
15,32.9,38,27.5,1003.3,62,1.9,0.4,3.5
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,30.4,35.9,26,1003.6,78,1.6,2,7.6
20,29.1,34.8,27.2,1003.4,76,1.9,4.6,11.1
21,30.2,36.5,26.2,1002.3,70,1.9,5.7,14.8
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,28.4,33.9,23.5,1003.8,55,2.6,8.5,20.6
26,29.4,35.1,23.7,1005.3,60,2.3,6.3,14.8
27,28.6,35.2,25,1007.2,64,2.3,3,9.4
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
1,28.1,35.3,21.5,1011.8,56,2.6,5.6,13
2,28.3,35.5,20.6,1011.1,57,3.2,5,-
3,30.1,36.1,23.7,1007.8,58,3.1,5.7,-
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,28.6,35.6,22.7,1009,72,1.9,6.5,18.3
8,28.5,35.4,23.2,1007.3,70,1.9,4.4,14.8
9,28.6,36,21.8,1004.3,65,1.9,6.1,24.1
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,29.6,35.5,25,1011,69,1.9,3.7,9.4
14,28.2,34.9,22.9,1012.7,70,1.9,3.9,9.4
15,27.6,34.9,21.5,1013.6,71,1.8,0.4,3.5
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,28.2,36.1,21.9,1011.7,70,1.9,3.5,9.4
20,27.7,36.2,22.9,1009.9,69,1.9,3,9.4
21,26.6,36.2,21,1012,68,1.6,2,7.6
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,26.4,34.4,18.3,1012.8,53,2.1,5.4,14.8
26,25.4,34.4,20.3,1015,59,1.9,5.6,16.5
27,24.7,33.3,18.5,1014,61,2.3,3.5,7.6
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
31,22.3,29.8,15.6,1016,73,1.6,1.1,5.4
1,22.9,31.4,16.2,1016.1,73,1.4,0.9,3.5
2,23.4,31.8,17.3,1015.8,75,1.6,0.4,3.5
3,23.9,31.8,18.6,1014.2,73,1.8,0.4,1.9
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,21.9,30.2,16.1,1014.8,79,0.5,1.1,7.6
8,21.9,29,17.1,1016,75,1.1,1.9,5.4
9,22.1,29.8,16.1,1015,77,1.3,0.7,3.5
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,22.3,29.3,16.1,1014.9,64,0.8,5.4,18.3
14,22.4,29.8,16.5,1012,65,1.1,3.5,13
15,22.6,32,15,1011.9,66,1.6,0,-
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,18.5,27.7,11.5,1017.6,68,1.3,0.9,7.6
20,18.6,27.7,11.4,1016.4,69,1.1,0.4,3.5
21,18.8,28.5,11.5,1015.4,69,0.8,1.3,3.5
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,19.3,28,13,1014.7,61,1.9,5.7,18.3
26,20,29.1,11.9,1012.6,64,1.4,0.9,7.6
27,18.4,29.1,13.5,1011.4,71,1.3,2.6,7.6
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
1,19.3,28,13.8,1014.7,81,0.6,1.7,7.6
2,17.9,26.2,13.5,1016.2,75,0.8,2,11.1
3,17.6,24.6,11.2,1016.1,75,0.8,7,18.3
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,17.8,26.2,11,1017.1,79,0.6,2,7.6
8,20.2,27,12,1015.8,68,1,1.3,5.4
9,19.2,26.9,11.6,1015.4,78,1,4.8,14.8
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,14.8,21,6.8,1016.4,63,2.4,5.4,13
14,14.6,21.3,6,1017.1,59,2.6,8.1,14.8
15,15.2,22.2,7,1016.5,60,2.4,7,14.8
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,14.4,21.1,6.8,1019.1,65,1.6,5.6,13
20,12.6,21,0,1018.9,68,1.4,2.6,9.4
21,13.7,21,5.6,1018.8,71,1.3,1.5,7.6
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,13.3,19.3,5.5,1021.9,62,1.9,7.8,14.8
26,14.4,21.5,5.5,1021,60,1.8,8.9,18.3
27,16.3,22.5,7.6,1020.6,64,1.4,8.1,14.8
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
31,-,-,-,-,-,-,-,-
1.0,10.8,20.2,2.4,1022.1,84.0,0.6,3.1,13.0
2.0,13.7,22.0,4.6,1020.9,80.0,0.8,2.0,7.6
3.0,14.4,23.0,7.6,1018.5,82.0,1.3,2.0,7.6
4.0,nan,nan,nan,nan,nan,nan,nan,nan
5.0,nan,nan,nan,nan,nan,nan,nan,nan
6.0,nan,nan,nan,nan,nan,nan,nan,nan
7.0,15.0,19.1,11.6,1016.2,88.0,1.3,5.4,7.6
8.0,13.2,19.0,11.0,1015.3,99.0,0.6,5.0,7.6
9.0,10.4,14.6,7.8,1020.8,89.0,0.8,6.3,9.4
10.0,nan,nan,nan,nan,nan,nan,nan,nan
11.0,nan,nan,nan,nan,nan,nan,nan,nan
12.0,nan,nan,nan,nan,nan,nan,nan,nan
13.0,14.2,23.4,8.0,1012.5,85.0,1.0,7.8,13.0
14.0,12.6,19.9,8.6,1016.3,89.0,1.0,4.3,9.4
15.0,13.7,19.8,6.4,1016.3,80.0,1.0,4.4,9.4
16.0,nan,nan,nan,nan,nan,nan,nan,nan
17.0,nan,nan,nan,nan,nan,nan,nan,nan
18.0,nan,nan,nan,nan,nan,nan,nan,nan
19.0,11.0,17.7,7.0,1019.8,87.0,1.0,9.8,16.5
20.0,11.9,16.7,8.3,1018.5,89.0,0.6,5.2,11.1
21.0,13.6,20.0,9.2,1019.7,87.0,0.6,3.5,9.4
22.0,nan,nan,nan,nan,nan,nan,nan,nan
23.0,nan,nan,nan,nan,nan,nan,nan,nan
24.0,nan,nan,nan,nan,nan,nan,nan,nan
25.0,11.6,21.1,4.8,1017.1,80.0,1.6,2.6,5.4
26.0,14.7,22.6,6.9,1015.0,73.0,1.3,5.2,13.0
27.0,15.5,22.7,8.5,1012.1,79.0,1.0,4.3,9.4
28.0,nan,nan,nan,nan,nan,nan,nan,nan
29.0,nan,nan,nan,nan,nan,nan,nan,nan
30.0,nan,nan,nan,nan,nan,nan,nan,nan
31.0,12.9,20.2,7.2,1016.0,77.0,1.6,6.7,13.0
1.0,12.3,19.7,5.7,1019.6,82.0,1.4,3.3,13.0
2.0,12.1,19.9,6.0,1020.3,83.0,1.1,5.7,13.0
3.0,12.9,21.2,5.4,1018.5,74.0,2.1,4.4,13.0
4.0,nan,nan,nan,nan,nan,nan,nan,nan
5.0,nan,nan,nan,nan,nan,nan,nan,nan
6.0,nan,nan,nan,nan,nan,nan,nan,nan
7.0,12.7,20.4,6.1,1019.7,79.0,1.1,3.9,7.6
8.0,13.7,20.8,7.0,1021.5,78.0,1.4,4.6,14.8
9.0,13.9,22.2,6.6,1021.6,77.0,1.6,3.1,11.1
10.0,nan,nan,nan,nan,nan,nan,nan,nan
11.0,nan,nan,nan,nan,nan,nan,nan,nan
12.0,nan,nan,nan,nan,nan,nan,nan,nan
13.0,20.0,27.4,12.3,1015.0,67.0,1.8,12.0,18.3
14.0,18.8,27.8,13.7,1012.8,63.0,1.8,13.9,18.3
15.0,18.2,25.4,11.5,1013.5,61.0,1.9,14.1,18.3
16.0,nan,nan,nan,nan,nan,nan,nan,nan
17.0,nan,nan,nan,nan,nan,nan,nan,nan
18.0,nan,nan,nan,nan,nan,nan,nan,nan
19.0,19.1,26.9,8.1,1013.5,70.0,1.9,8.9,18.3
20.0,21.8,27.2,13.6,1013.0,68.0,2.1,12.4,22.2
21.0,16.8,27.5,14.2,1018.3,85.0,2.6,9.8,16.5
22.0,nan,nan,nan,nan,nan,nan,nan,nan
23.0,nan,nan,nan,nan,nan,nan,nan,nan
24.0,nan,nan,nan,nan,nan,nan,nan,nan
25.0,19.3,26.4,13.0,1013.6,79.0,1.4,3.1,9.4
26.0,20.3,27.2,12.7,1014.2,73.0,1.4,4.3,14.8
27.0,20.7,27.4,13.0,1014.1,82.0,1.8,4.6,9.4
28.0,nan,nan,nan,nan,nan,nan,nan,nan
29.0,nan,nan,nan,nan,nan,nan,nan,nan
1.0,21.9,27.6,14.4,1012.9,77.0,1.9,3.1,7.6
2.0,21.2,27.8,14.6,1012.4,81.0,1.9,1.3,5.4
3.0,21.1,28.6,14.3,1010.7,72.0,1.9,3.7,11.1
4.0,nan,nan,nan,nan,nan,nan,nan,nan
5.0,nan,nan,nan,nan,nan,nan,nan,nan
6.0,nan,nan,nan,nan,nan,nan,nan,nan
7.0,17.3,22.4,13.0,1015.1,91.0,1.9,3.9,9.4
8.0,18.0,24.4,11.1,1015.8,79.0,1.9,5.0,11.1
9.0,18.3,25.0,12.4,1013.1,72.0,2.7,8.5,18.3
10.0,nan,nan,nan,nan,nan,nan,nan,nan
11.0,nan,nan,nan,nan,nan,nan,nan,nan
12.0,nan,nan,nan,nan,nan,nan,nan,nan
13.0,21.3,28.0,13.8,1014.0,63.0,2.6,5.6,9.4
14.0,18.5,28.3,15.6,1014.8,88.0,1.9,4.8,9.4
15.0,18.8,25.0,12.0,1016.9,78.0,1.6,4.8,11.1
16.0,nan,nan,nan,nan,nan,nan,nan,nan
17.0,nan,nan,nan,nan,nan,nan,nan,nan
18.0,nan,nan,nan,nan,nan,nan,nan,nan
19.0,23.2,29.8,16.0,1010.7,73.0,2.1,4.1,9.4
20.0,24.7,31.2,16.4,1009.5,72.0,1.9,3.7,7.6
21.0,23.6,31.4,17.8,1010.7,72.0,2.6,3.1,7.6
22.0,nan,nan,nan,nan,nan,nan,nan,nan
23.0,nan,nan,nan,nan,nan,nan,nan,nan
24.0,nan,nan,nan,nan,nan,nan,nan,nan
25.0,25.6,33.0,16.8,1010.9,70.0,3.1,5.6,14.8
26.0,24.1,33.3,19.0,1012.2,75.0,1.9,8.7,18.3
27.0,21.7,29.2,17.6,1014.3,80.0,2.6,7.4,14.8
28.0,nan,nan,nan,nan,nan,nan,nan,nan
29.0,nan,nan,nan,nan,nan,nan,nan,nan
30.0,nan,nan,nan,nan,nan,nan,nan,nan
31.0,24.5,32.2,16.0,1010.1,54.0,2.6,6.3,9.4
1.0,25.6,32.6,17.4,1009.9,56.0,2.3,6.3,9.4
2.0,24.8,32.7,18.4,1011.8,53.0,3.7,8.3,16.5
3.0,23.2,31.0,15.4,1011.7,51.0,3.1,7.2,14.8
4.0,nan,nan,nan,nan,nan,nan,nan,nan
5.0,nan,nan,nan,nan,nan,nan,nan,nan
6.0,nan,nan,nan,nan,nan,nan,nan,nan
7.0,26.7,35.8,17.6,1008.6,50.0,2.7,8.1,14.8
8.0,25.8,34.2,19.8,1009.9,49.0,3.5,6.1,13.0
9.0,24.6,33.5,13.5,1009.9,57.0,3.5,4.6,11.1
10.0,nan,nan,nan,nan,nan,nan,nan,nan
11.0,nan,nan,nan,nan,nan,nan,nan,nan
12.0,nan,nan,nan,nan,nan,nan,nan,nan
13.0,30.7,37.6,20.6,1007.2,49.0,3.5,6.7,14.8
14.0,31.1,39.2,23.2,1007.5,55.0,2.7,2.2,7.6
15.0,31.2,39.7,24.0,1006.6,40.0,2.7,5.6,14.8
16.0,nan,nan,nan,nan,nan,nan,nan,nan
17.0,nan,nan,nan,nan,nan,nan,nan,nan
18.0,nan,nan,nan,nan,nan,nan,nan,nan
19.0,27.3,37.3,19.0,1007.0,58.0,3.1,3.9,11.1
20.0,26.4,35.2,20.2,1008.6,58.0,3.1,5.6,14.8
21.0,27.2,34.2,19.2,1007.9,56.0,3.5,4.8,9.4
22.0,nan,nan,nan,nan,nan,nan,nan,nan
23.0,nan,nan,nan,nan,nan,nan,nan,nan
24.0,nan,nan,nan,nan,nan,nan,nan,nan
25.0,30.3,38.4,23.8,1004.7,55.0,4.0,5.6,11.1
26.0,24.4,37.9,20.4,1008.0,76.0,2.3,9.6,18.3
27.0,27.1,33.2,18.9,1010.9,70.0,2.7,12.8,18.3
28.0,nan,nan,nan,nan,nan,nan,nan,nan
29.0,nan,nan,nan,nan,nan,nan,nan,nan
30.0,nan,nan,nan,nan,nan,nan,nan,nan
1.0,31.8,38.8,24.6,1004.6,64.0,3.1,8.1,11.1
2.0,31.2,38.8,24.4,1005.0,65.0,2.7,10.9,14.8
3.0,27.2,37.9,22.6,1006.7,81.0,1.9,8.7,14.8
4.0,nan,nan,nan,nan,nan,nan,nan,nan
5.0,nan,nan,nan,nan,nan,nan,nan,nan
6.0,nan,nan,nan,nan,nan,nan,nan,nan
7.0,29.4,36.6,21.6,1006.2,43.0,3.2,5.4,11.1
8.0,32.2,39.2,23.7,1004.2,45.0,3.2,5.7,9.4
9.0,33.5,40.4,26.2,1004.8,48.0,2.3,6.5,11.1
10.0,nan,nan,nan,nan,nan,nan,nan,nan
11.0,nan,nan,nan,nan,nan,nan,nan,nan
12.0,nan,nan,nan,nan,nan,nan,nan,nan
13.0,30.2,37.2,26.2,1005.7,57.0,1.9,6.3,11.1
14.0,30.8,39.7,23.6,1004.7,55.0,2.7,7.0,11.1
15.0,31.8,39.7,23.6,1003.9,41.0,3.1,7.4,16.5
16.0,nan,nan,nan,nan,nan,nan,nan,nan
17.0,nan,nan,nan,nan,nan,nan,nan,nan
18.0,nan,nan,nan,nan,nan,nan,nan,nan
19.0,32.3,40.7,22.1,1000.1,33.0,2.6,3.1,11.1
20.0,32.7,40.7,22.0,999.6,29.0,3.5,7.2,11.1
21.0,33.2,41.4,24.8,998.5,31.0,4.0,7.4,14.8
22.0,nan,nan,nan,nan,nan,nan,nan,nan
23.0,nan,nan,nan,nan,nan,nan,nan,nan
24.0,nan,nan,nan,nan,nan,nan,nan,nan
25.0,36.0,44.4,27.2,999.7,34.0,3.1,9.4,22.2
26.0,37.6,45.6,28.2,998.2,30.0,3.5,10.0,18.3
27.0,37.5,46.0,28.4,996.5,26.0,4.0,9.4,13.0
28.0,nan,nan,nan,nan,nan,nan,nan,nan
29.0,nan,nan,nan,nan,nan,nan,nan,nan
30.0,nan,nan,nan,nan,nan,nan,nan,nan
31.0,25.8,34.8,20.0,1006.9,78.0,2.6,6.7,14.8
1.0,29.4,35.0,21.0,1006.3,66.0,3.1,3.0,5.4
2.0,30.9,36.4,24.8,1004.3,56.0,2.7,8.5,14.8
3.0,30.5,36.9,24.9,1002.6,63.0,2.7,4.6,9.4
4.0,nan,nan,nan,nan,nan,nan,nan,nan
5.0,nan,nan,nan,nan,nan,nan,nan,nan
6.0,nan,nan,nan,nan,nan,nan,nan,nan
7.0,29.3,36.8,23.2,1001.1,71.0,1.9,7.4,13.0
8.0,31.8,37.4,25.2,1000.4,63.0,1.9,5.2,18.3
9.0,34.3,39.6,26.9,999.9,56.0,3.2,5.4,13.0
10.0,nan,nan,nan,nan,nan,nan,nan,nan
11.0,nan,nan,nan,nan,nan,nan,nan,nan
12.0,nan,nan,nan,nan,nan,nan,nan,nan
13.0,32.6,41.5,28.8,998.5,68.0,1.9,5.9,9.4
14.0,35.0,40.0,28.0,999.0,57.0,3.1,8.1,11.1
15.0,35.7,41.2,28.6,996.8,54.0,3.7,8.3,11.1
16.0,nan,nan,nan,nan,nan,nan,nan,nan
17.0,nan,nan,nan,nan,nan,nan,nan,nan
18.0,nan,nan,nan,nan,nan,nan,nan,nan
19.0,36.6,42.5,29.8,997.8,53.0,3.2,9.4,11.1
20.0,31.1,41.2,22.4,998.8,71.0,2.7,9.8,22.2
21.0,31.9,38.1,24.6,998.5,74.0,3.2,5.9,11.1
22.0,nan,nan,nan,nan,nan,nan,nan,nan
23.0,nan,nan,nan,nan,nan,nan,nan,nan
24.0,nan,nan,nan,nan,nan,nan,nan,nan
25.0,31.8,36.4,26.8,999.1,79.0,3.2,5.2,18.3
26.0,32.9,37.0,27.2,998.1,71.0,3.7,9.4,18.3
27.0,34.8,40.0,28.2,996.6,63.0,3.1,13.9,27.8
28.0,nan,nan,nan,nan,nan,nan,nan,nan
29.0,nan,nan,nan,nan,nan,nan,nan,nan
30.0,nan,nan,nan,nan,nan,nan,nan,nan
1.0,34.2,38.0,28.8,997.9,69.0,3.2,5.2,9.4
2.0,36.0,40.0,30.0,995.7,64.0,2.6,7.0,11.1
3.0,36.2,42.0,30.4,995.9,63.0,2.7,10.7,25.9
4.0,nan,nan,nan,nan,nan,nan,nan,nan
5.0,nan,nan,nan,nan,nan,nan,nan,nan
6.0,nan,nan,nan,nan,nan,nan,nan,nan
7.0,30.9,36.2,26.4,1000.6,77.0,3.5,11.9,18.3
8.0,31.6,36.0,26.9,1000.4,79.0,2.3,9.8,18.3
9.0,33.1,38.0,27.4,996.0,68.0,3.1,7.8,11.1
10.0,nan,nan,nan,nan,nan,nan,nan,nan
11.0,nan,nan,nan,nan,nan,nan,nan,nan
12.0,nan,nan,nan,nan,nan,nan,nan,nan
13.0,32.4,37.0,26.2,997.2,64.0,3.5,8.1,11.1
14.0,33.9,38.2,27.6,998.5,69.0,2.3,7.2,14.8
15.0,32.7,38.5,28.8,999.2,73.0,1.9,8.3,14.8
16.0,nan,nan,nan,nan,nan,nan,nan,nan
17.0,nan,nan,nan,nan,nan,nan,nan,nan
18.0,nan,nan,nan,nan,nan,nan,nan,nan
19.0,29.6,36.4,23.4,998.1,85.0,1.8,7.0,13.0
20.0,28.8,35.2,24.8,997.5,81.0,2.7,5.2,7.6
21.0,26.3,32.6,23.5,1000.9,93.0,2.1,6.7,22.2
22.0,nan,nan,nan,nan,nan,nan,nan,nan
23.0,nan,nan,nan,nan,nan,nan,nan,nan
24.0,nan,nan,nan,nan,nan,nan,nan,nan
25.0,31.7,35.4,25.9,1004.8,80.0,2.6,5.2,9.4
26.0,32.7,36.0,26.8,1003.2,74.0,3.2,6.1,16.5
27.0,34.1,38.0,28.2,1000.8,69.0,3.7,10.4,18.3
28.0,nan,nan,nan,nan,nan,nan,nan,nan
29.0,nan,nan,nan,nan,nan,nan,nan,nan
30.0,nan,nan,nan,nan,nan,nan,nan,nan
31.0,31.5,34.0,27.3,1000.7,79.0,2.4,5.7,9.4
1.0,30.7,36.2,26.8,1000.3,80.0,2.1,6.9,14.8
2.0,33.0,37.0,26.2,997.5,69.0,3.4,8.5,22.2
3.0,33.5,37.0,28.4,993.0,70.0,3.5,11.1,18.3
4.0,nan,nan,nan,nan,nan,nan,nan,nan
5.0,nan,nan,nan,nan,nan,nan,nan,nan
6.0,nan,nan,nan,nan,nan,nan,nan,nan
7.0,33.1,37.5,27.6,1000.1,70.0,2.9,10.2,16.5
8.0,33.9,37.4,28.1,997.4,69.0,3.2,5.0,9.4
9.0,31.3,37.6,26.2,997.9,81.0,2.7,4.8,11.1
10.0,nan,nan,nan,nan,nan,nan,nan,nan
11.0,nan,nan,nan,nan,nan,nan,nan,nan
12.0,nan,nan,nan,nan,nan,nan,nan,nan
13.0,26.8,29.0,25.0,996.6,97.0,1.9,5.9,13.0
